inventory_id,product_id,quantity_available,reorder_level,last_updated
11352,11352,0,28,2025-03-09 13:53:29.433601
11353,11353,25,23,2025-01-12 16:07:10.050199
11354,11354,111,37,2025-05-10 02:08:18.860273
11355,11355,295,32,2025-04-23 01:11:03.324603
11356,11356,107,34,2025-04-21 04:03:13.120686
11357,11357,238,30,2025-05-06 04:26:40.803356
11358,11358,255,24,2025-01-12 16:09:03.287032
11359,11359,150,28,2025-02-13 11:58:06.336714
11360,11360,128,23,2025-01-08 22:36:06.692311
11361,11361,140,26,2025-04-15 02:44:40.661428
11362,11362,207,44,2025-01-08 11:51:42.279996
11363,11363,157,39,2025-05-03 14:03:49.178030
11364,11364,232,36,2025-03-28 16:55:43.793032
11365,11365,192,40,2025-01-10 07:49:33.635852
11366,11366,197,48,2025-02-24 14:23:16.367958
11367,11367,36,36,2025-04-06 12:44:34.200754
11368,11368,135,40,2025-02-09 16:25:34.274796
11369,11369,192,26,2025-01-03 13:26:47.832896
11370,11370,209,21,2025-01-12 05:21:16.814166
11371,11371,289,29,2025-04-25 20:20:07.253220
11372,11372,296,45,2025-03-22 15:55:40.019160
11373,11373,264,31,2025-05-07 14:53:35.657493
11374,11374,33,33,2025-01-29 08:42:57.824883
11375,11375,14,29,2025-04-13 06:51:30.909657
11376,11376,257,32,2025-02-10 02:44:06.075027
11377,11377,22,31,2025-02-24 09:01:40.475453
11378,11378,91,48,2025-02-02 12:47:46.076916
11379,11379,225,33,2025-03-26 01:56:55.430647
11380,11380,75,33,2025-03-03 20:02:49.159109
11381,11381,281,34,2025-02-13 13:25:54.006325
11382,11382,229,28,2025-03-22 16:09:52.671470
11383,11383,158,39,2025-04-01 14:12:06.885229
11384,11384,27,24,2025-05-06 13:27:16.325793
11385,11385,199,47,2025-04-12 00:42:07.442424
11386,11386,257,43,2025-05-14 11:41:30.403865
11387,11387,139,26,2025-02-26 16:27:34.042612
11388,11388,150,49,2025-02-28 23:41:42.248241
11389,11389,194,37,2025-02-11 08:08:34.065598
11390,11390,49,48,2025-05-06 10:01:19.277266
11391,11391,104,29,2025-01-17 08:25:10.618004
11392,11392,206,37,2025-03-05 21:40:54.053156
11393,11393,135,38,2025-03-16 14:22:24.399805
11394,11394,240,30,2025-05-09 07:39:54.610244
11395,11395,4,30,2025-01-03 08:36:26.061428
11396,11396,168,30,2025-04-26 15:59:51.193274
11397,11397,1,25,2025-04-12 00:15:52.476744
11398,11398,157,44,2025-02-14 09:58:24.715651
11399,11399,261,25,2025-03-03 05:38:04.915513
11400,11400,189,20,2025-01-01 13:44:22.503632
11401,11401,215,38,2025-04-17 15:55:07.664878
11402,11402,112,37,2025-04-18 03:29:13.907229
11403,11403,209,23,2025-01-24 16:46:46.138543
11404,11404,125,27,2025-04-21 01:12:26.767525
11405,11405,38,46,2025-03-12 11:02:38.073226
11406,11406,269,43,2025-02-24 02:08:43.646411
11407,11407,292,36,2025-01-23 01:49:15.932182
11408,11408,225,34,2025-04-13 07:38:46.839402
11409,11409,32,41,2025-04-13 13:59:09.152102
11410,11410,198,25,2025-03-14 04:34:04.606554
11411,11411,34,29,2025-02-03 13:36:00.895734
11412,11412,233,48,2025-05-04 08:59:34.994531
11413,11413,199,36,2025-03-21 04:38:12.064868
11414,11414,296,39,2025-04-18 21:43:00.855110
11415,11415,49,24,2025-05-02 23:36:05.195035
11416,11416,22,23,2025-04-05 08:18:32.807831
11417,11417,32,30,2025-02-25 17:05:26.956660
11418,11418,222,33,2025-02-15 08:50:10.535633
11419,11419,203,26,2025-04-19 12:41:00.723901
11420,11420,233,30,2025-03-29 08:43:02.847152
11421,11421,98,38,2025-03-26 09:30:41.678768
11422,11422,26,38,2025-03-18 12:51:55.527051
11423,11423,156,48,2025-01-31 15:10:54.995147
11424,11424,73,27,2025-05-02 06:43:30.243783
11425,11425,94,42,2025-05-04 07:47:15.412041
11426,11426,246,45,2025-04-12 00:48:51.021259
11427,11427,25,46,2025-02-17 02:14:24.694127
11428,11428,255,43,2025-01-07 01:07:29.763592
11429,11429,143,31,2025-04-22 05:52:56.538676
11430,11430,164,30,2025-03-23 16:08:40.296819
11431,11431,242,33,2025-01-16 16:07:36.797493
11432,11432,6,35,2025-02-13 06:44:30.237502
11433,11433,171,46,2025-03-12 05:32:59.297174
11434,11434,122,45,2025-03-23 03:18:25.268525
11435,11435,180,45,2025-02-14 03:24:24.038296
11436,11436,178,47,2025-02-24 06:41:23.542624
11437,11437,291,20,2025-02-10 15:55:17.541847
11438,11438,112,37,2025-05-06 00:15:04.429743
11439,11439,278,42,2025-01-08 02:35:28.453197
11440,11440,72,39,2025-02-07 09:31:35.827428
11441,11441,255,39,2025-04-08 17:51:32.577333
11442,11442,125,41,2025-02-27 13:31:26.775619
11443,11443,195,30,2025-03-14 09:12:26.139206
11444,11444,113,38,2025-04-30 02:16:53.102834
11445,11445,45,46,2025-01-17 16:48:14.560387
11446,11446,72,27,2025-03-16 08:01:29.789562
11447,11447,68,46,2025-01-24 09:38:22.377888
11448,11448,73,33,2025-04-26 16:42:42.107232
11449,11449,204,28,2025-03-21 09:34:39.491406
11450,11450,36,39,2025-03-06 02:51:53.150106
11451,11451,193,26,2025-02-09 07:47:02.892449
11452,11452,40,39,2025-04-05 07:36:18.249393
11453,11453,47,22,2025-05-01 00:23:28.642303
11454,11454,112,21,2025-01-24 21:54:32.969174
11455,11455,25,38,2025-05-06 12:02:18.723698
11456,11456,217,49,2025-01-30 22:11:16.536743
11457,11457,219,28,2025-05-12 22:51:26.360055
11458,11458,172,36,2025-03-21 03:11:19.465722
11459,11459,0,20,2025-03-19 20:54:46.085904
11460,11460,287,20,2025-04-26 19:55:27.910259
11461,11461,49,23,2025-01-11 09:53:14.548563
11462,11462,83,29,2025-03-22 01:47:59.607854
11463,11463,187,43,2025-03-22 19:01:23.151144
11464,11464,211,49,2025-04-13 18:29:09.791091
11465,11465,236,26,2025-04-03 21:43:03.406723
11466,11466,293,40,2025-05-04 14:38:40.495721
11467,11467,106,38,2025-04-11 04:11:45.392994
11468,11468,46,28,2025-04-26 15:52:27.275358
11469,11469,0,27,2025-01-24 11:47:25.443341
11470,11470,271,41,2025-03-28 03:36:07.764082
11471,11471,56,23,2025-03-02 08:32:09.284027
11472,11472,25,37,2025-01-17 10:06:44.919884
11473,11473,299,48,2025-05-15 18:55:09.609257
11474,11474,64,49,2025-03-22 13:39:34.434505
11475,11475,109,39,2025-01-13 09:19:52.209192
11476,11476,250,30,2025-04-17 11:13:44.365056
11477,11477,232,32,2025-05-06 21:20:23.567156
11478,11478,67,39,2025-03-16 02:17:53.491789
11479,11479,9,38,2025-03-09 10:48:51.340592
11480,11480,288,25,2025-01-01 14:30:21.134514
11481,11481,110,32,2025-01-10 21:00:57.256952
11482,11482,88,29,2025-04-28 23:14:08.328697
11483,11483,234,34,2025-01-06 16:20:43.760066
11484,11484,277,34,2025-03-05 08:12:39.753894
11485,11485,114,32,2025-05-14 15:14:06.087934
11486,11486,228,42,2025-01-08 18:43:01.741119
11487,11487,175,42,2025-01-06 17:28:15.470591
11488,11488,194,39,2025-01-10 11:26:22.892548
11489,11489,260,41,2025-03-02 04:46:23.745366
11490,11490,96,39,2025-01-21 00:47:52.117014
11491,11491,196,35,2025-03-21 20:54:33.567337
11492,11492,225,45,2025-01-22 20:20:55.671863
11493,11493,226,41,2025-04-26 04:55:42.226847
11494,11494,178,42,2025-02-21 14:20:33.161831
11495,11495,226,41,2025-03-24 06:37:20.765600
11496,11496,81,49,2025-03-15 09:41:13.756521
11497,11497,253,48,2025-03-25 04:51:22.000008
11498,11498,206,21,2025-02-23 23:20:53.032115
11499,11499,191,40,2025-01-09 19:04:48.476535
11500,11500,27,34,2025-04-16 04:19:43.357792
11501,11501,135,42,2025-03-20 10:29:45.235699
11502,11502,157,48,2025-04-26 10:17:56.146002
11503,11503,241,34,2025-04-02 02:16:55.892375
11504,11504,112,45,2025-04-06 03:05:45.534967
11505,11505,14,24,2025-01-25 03:52:27.107820
11506,11506,20,23,2025-01-31 20:00:20.061611
11507,11507,68,49,2025-04-21 11:43:30.494844
11508,11508,227,44,2025-03-24 14:33:32.521031
11509,11509,111,49,2025-02-12 00:55:17.855715
11510,11510,96,32,2025-02-23 08:35:44.364736
11511,11511,293,27,2025-02-20 21:21:31.976939
11512,11512,46,37,2025-02-28 09:40:24.558873
11513,11513,262,30,2025-05-03 07:48:15.265174
11514,11514,103,23,2025-02-20 04:38:54.372540
11515,11515,136,31,2025-03-23 14:49:54.171102
11516,11516,158,41,2025-01-10 15:19:11.290180
11517,11517,220,25,2025-01-21 09:42:00.998092
11518,11518,139,40,2025-02-28 02:11:43.142028
11519,11519,63,25,2025-02-15 18:22:33.278240
11520,11520,48,32,2025-02-25 13:15:05.373857
11521,11521,233,21,2025-02-09 09:00:14.484171
11522,11522,140,45,2025-03-26 00:29:24.840549
11523,11523,91,35,2025-05-15 16:33:45.427973
11524,11524,157,27,2025-05-11 10:37:45.761351
11525,11525,105,33,2025-04-18 23:00:17.019657
11526,11526,34,21,2025-01-07 12:39:54.193958
11527,11527,76,23,2025-05-08 16:36:36.921225
11528,11528,227,20,2025-02-01 16:45:41.774698
11529,11529,135,38,2025-04-21 15:40:58.252215
11530,11530,240,33,2025-04-27 13:40:53.688006
11531,11531,121,30,2025-03-29 00:26:57.024772
11532,11532,279,40,2025-05-11 14:44:20.363206
11533,11533,119,45,2025-04-03 09:50:55.732984
11534,11534,228,39,2025-03-17 20:52:24.668685
11535,11535,170,31,2025-01-01 04:47:05.771946
11536,11536,133,24,2025-05-05 17:13:52.677241
11537,11537,39,20,2025-03-23 05:34:45.893301
11538,11538,24,20,2025-03-19 18:10:27.931333
11539,11539,287,36,2025-03-02 07:55:54.476589
11540,11540,83,32,2025-03-24 11:37:31.108804
11541,11541,87,39,2025-01-13 05:08:11.490226
11542,11542,23,46,2025-04-17 19:16:10.343063
11543,11543,197,22,2025-02-08 03:13:25.016310
11544,11544,94,48,2025-01-17 14:04:25.878841
11545,11545,249,46,2025-02-09 22:07:28.349436
11546,11546,83,25,2025-04-12 13:11:49.082401
11547,11547,143,39,2025-02-04 23:06:46.113186
11548,11548,208,35,2025-01-12 13:10:21.034860
11549,11549,170,46,2025-01-29 23:59:25.141415
11550,11550,139,37,2025-01-14 14:35:43.406780
11551,11551,214,23,2025-02-02 00:33:10.614484
11552,11552,42,39,2025-01-17 08:49:36.188823
11553,11553,141,45,2025-02-01 09:56:22.391025
11554,11554,96,24,2025-01-03 14:07:09.766334
11555,11555,274,26,2025-04-23 20:01:04.519712
11556,11556,192,31,2025-04-03 22:20:04.913711
11557,11557,279,39,2025-01-04 22:11:01.134819
11558,11558,274,43,2025-04-03 12:24:00.838278
11559,11559,213,47,2025-04-27 00:39:39.317890
11560,11560,150,37,2025-04-06 09:43:22.238369
11561,11561,220,20,2025-03-23 17:02:57.947331
11562,11562,253,23,2025-04-13 18:29:58.823594
11563,11563,43,23,2025-04-25 04:57:08.602017
11564,11564,81,30,2025-01-20 07:06:42.920976
11565,11565,196,39,2025-01-23 14:26:29.196843
11566,11566,265,26,2025-03-13 06:37:11.992117
11567,11567,170,21,2025-04-14 18:30:52.569473
11568,11568,223,45,2025-02-22 22:28:49.268414
11569,11569,172,47,2025-04-09 12:17:57.951291
11570,11570,23,25,2025-02-10 08:15:06.706040
11571,11571,270,48,2025-03-16 23:40:44.751445
11572,11572,208,43,2025-01-21 17:29:27.033395
11573,11573,102,35,2025-04-06 13:46:15.557043
11574,11574,247,32,2025-02-18 19:15:40.891404
11575,11575,282,31,2025-01-02 01:27:54.702780
11576,11576,185,47,2025-01-06 03:41:08.643391
11577,11577,255,40,2025-03-03 22:36:20.364441
11578,11578,277,25,2025-04-27 16:49:56.097651
11579,11579,30,35,2025-03-15 13:42:01.171507
11580,11580,162,38,2025-01-02 05:23:34.806817
11581,11581,129,38,2025-02-15 06:28:53.807850
11582,11582,25,47,2025-04-14 06:00:50.380950
11583,11583,108,21,2025-02-16 08:04:39.408193
11584,11584,102,25,2025-05-13 04:13:35.679702
11585,11585,50,26,2025-03-19 09:14:28.167340
11586,11586,52,28,2025-01-18 04:31:15.140330
11587,11587,154,35,2025-01-13 00:58:39.424966
11588,11588,126,46,2025-02-22 03:38:29.174782
11589,11589,10,33,2025-04-22 22:48:23.328523
11590,11590,2,39,2025-03-28 17:04:49.238741
11591,11591,174,22,2025-01-10 19:16:05.621450
11592,11592,166,21,2025-02-14 10:22:54.108466
11593,11593,223,35,2025-05-08 20:28:59.645147
11594,11594,152,32,2025-01-02 19:03:36.187268
11595,11595,292,48,2025-02-14 18:14:54.812902
11596,11596,88,46,2025-03-15 07:01:45.886646
11597,11597,151,31,2025-01-25 05:13:50.899390
11598,11598,122,20,2025-05-16 07:18:46.670710
11599,11599,159,49,2025-01-16 15:38:03.216398
11600,11600,162,43,2025-04-29 10:20:59.743340
11601,11601,72,25,2025-04-10 04:35:27.555722
11602,11602,265,49,2025-01-22 17:27:57.321849
11603,11603,168,33,2025-02-03 08:49:00.391409
11604,11604,136,43,2025-04-29 23:43:44.939495
11605,11605,54,33,2025-03-22 02:27:42.416742
11606,11606,10,29,2025-03-25 08:19:09.011011
11607,11607,100,47,2025-05-07 16:15:38.090127
11608,11608,183,22,2025-05-08 01:39:35.311860
11609,11609,236,23,2025-02-05 19:55:09.539507
11610,11610,108,34,2025-04-01 10:08:11.677588
11611,11611,117,23,2025-03-02 14:57:16.040122
11612,11612,179,43,2025-03-24 20:20:13.879840
11613,11613,287,27,2025-01-12 12:49:26.311584
11614,11614,100,26,2025-02-09 22:03:16.205665
11615,11615,77,49,2025-05-13 00:52:19.651334
11616,11616,285,23,2025-02-04 14:52:56.720335
11617,11617,224,38,2025-04-23 20:29:33.905172
11618,11618,202,43,2025-04-23 13:12:41.226650
11619,11619,153,46,2025-04-04 18:59:53.364306
11620,11620,139,42,2025-05-09 01:52:04.331882
11621,11621,198,25,2025-05-03 21:37:05.158278
11622,11622,153,26,2025-04-26 01:02:52.717417
11623,11623,98,35,2025-01-21 23:03:43.625427
11624,11624,87,24,2025-01-20 16:10:51.115125
11625,11625,147,23,2025-02-18 23:59:14.698962
11626,11626,226,33,2025-03-03 07:11:35.893657
11627,11627,181,45,2025-04-27 12:38:47.233845
11628,11628,126,32,2025-04-12 12:02:25.484022
11629,11629,131,34,2025-01-21 02:55:33.496507
11630,11630,67,34,2025-03-17 05:39:21.230405
11631,11631,192,35,2025-03-23 09:28:46.524590
11632,11632,3,45,2025-03-05 18:44:51.800998
11633,11633,157,37,2025-04-18 16:18:04.831060
11634,11634,169,22,2025-03-10 17:01:55.208314
11635,11635,151,43,2025-04-03 16:04:25.878159
11636,11636,149,29,2025-02-27 04:46:24.064775
11637,11637,91,31,2025-04-02 14:37:07.854570
11638,11638,26,33,2025-05-01 18:56:32.406233
11639,11639,21,31,2025-04-30 04:00:39.775995
11640,11640,42,31,2025-04-07 21:54:55.528029
11641,11641,60,44,2025-03-11 18:02:50.658604
11642,11642,30,30,2025-01-20 04:15:19.360498
11643,11643,81,49,2025-04-02 02:38:30.650572
11644,11644,103,46,2025-05-09 17:14:07.996276
11645,11645,273,25,2025-03-27 17:34:42.083769
11646,11646,113,44,2025-04-24 00:31:07.805129
11647,11647,84,40,2025-03-12 03:30:08.141582
11648,11648,247,27,2025-05-11 15:12:25.923185
11649,11649,152,33,2025-02-24 12:33:05.211997
11650,11650,104,23,2025-04-27 17:01:24.630475
11651,11651,52,49,2025-03-15 12:59:31.476725
11652,11652,177,30,2025-04-15 08:48:38.235460
11653,11653,99,27,2025-04-06 10:17:55.563267
11654,11654,221,28,2025-02-20 12:31:32.350152
11655,11655,232,22,2025-03-07 07:33:43.224116
11656,11656,106,31,2025-04-07 06:26:00.539105
11657,11657,299,22,2025-02-01 14:12:24.984430
11658,11658,158,38,2025-02-19 06:28:54.827630
11659,11659,78,28,2025-03-09 04:12:03.235236
11660,11660,67,46,2025-04-26 07:02:23.949601
11661,11661,69,25,2025-04-02 20:14:51.685257
11662,11662,116,49,2025-01-03 23:30:56.326734
11663,11663,218,37,2025-02-04 00:28:55.138773
11664,11664,142,34,2025-02-01 13:43:29.375870
11665,11665,30,22,2025-04-06 09:19:25.526424
11666,11666,218,31,2025-01-16 18:36:13.459659
11667,11667,211,23,2025-02-27 21:29:01.716895
11668,11668,112,28,2025-03-30 08:45:02.729852
11669,11669,60,31,2025-01-20 01:34:55.614708
11670,11670,299,46,2025-04-15 06:13:39.465865
11671,11671,229,34,2025-04-25 20:27:33.567074
11672,11672,41,31,2025-03-11 19:04:08.487092
11673,11673,214,22,2025-01-16 06:03:08.841328
11674,11674,76,26,2025-05-10 10:26:50.055278
11675,11675,91,25,2025-01-23 16:25:53.400706
11676,11676,26,23,2025-05-05 13:25:14.146360
11677,11677,23,44,2025-01-19 01:01:58.218645
11678,11678,21,48,2025-03-10 03:50:22.781731
11679,11679,276,46,2025-01-29 23:08:59.049159
11680,11680,190,20,2025-01-23 20:59:01.602447
11681,11681,295,43,2025-03-03 03:35:21.522141
11682,11682,189,45,2025-01-21 12:26:46.178030
11683,11683,261,46,2025-01-12 07:22:02.125744
11684,11684,214,30,2025-04-21 04:53:22.368566
11685,11685,43,43,2025-04-02 06:48:12.499825
11686,11686,69,23,2025-03-30 11:41:44.028699
11687,11687,93,49,2025-03-16 13:25:27.224960
11688,11688,16,32,2025-01-16 23:46:34.028499
11689,11689,57,43,2025-01-11 03:45:20.023019
11690,11690,58,49,2025-01-28 23:48:33.553136
11691,11691,75,34,2025-02-11 23:21:03.102081
11692,11692,264,25,2025-05-12 09:52:22.867889
11693,11693,76,34,2025-02-26 03:03:38.916362
11694,11694,91,47,2025-04-10 10:50:20.206841
11695,11695,81,26,2025-04-06 04:05:49.326267
11696,11696,36,49,2025-03-22 07:26:05.426110
11697,11697,53,20,2025-03-19 15:36:29.939862
11698,11698,213,31,2025-04-22 11:02:43.205719
11699,11699,119,24,2025-02-02 22:39:03.451438
11700,11700,191,37,2025-03-20 14:04:00.576069
11701,11701,111,34,2025-01-31 20:57:56.471816
11702,11702,135,35,2025-03-08 19:08:30.952096
11703,11703,157,43,2025-03-11 06:14:03.304184
11704,11704,176,40,2025-01-14 04:59:43.046538
11705,11705,176,21,2025-02-13 04:32:53.340124
11706,11706,251,26,2025-01-21 13:38:56.080854
11707,11707,3,38,2025-04-06 14:38:58.481427
11708,11708,91,38,2025-04-19 21:38:11.133778
11709,11709,168,48,2025-04-25 03:43:39.445661
11710,11710,226,41,2025-01-31 15:24:01.440935
11711,11711,175,45,2025-04-01 19:57:00.039709
11712,11712,123,44,2025-01-10 18:32:04.815958
11713,11713,80,42,2025-04-06 21:45:20.768190
11714,11714,17,40,2025-04-17 05:32:58.495740
11715,11715,69,33,2025-04-14 02:44:11.065729
11716,11716,145,37,2025-04-29 12:44:26.549905
11717,11717,273,31,2025-04-17 04:20:34.251426
11718,11718,241,39,2025-01-24 13:24:19.667403
11719,11719,156,42,2025-02-08 18:15:05.396214
11720,11720,293,38,2025-04-15 17:41:46.273676
11721,11721,284,39,2025-01-21 11:46:33.320077
11722,11722,70,20,2025-02-10 09:24:52.064530
11723,11723,159,28,2025-05-14 14:44:08.596783
11724,11724,258,35,2025-04-28 11:36:05.422601
11725,11725,200,46,2025-05-03 03:08:32.350194
11726,11726,76,23,2025-01-07 13:34:05.863075
11727,11727,19,35,2025-03-29 05:33:07.412648
11728,11728,150,37,2025-05-06 13:10:45.722135
11729,11729,62,45,2025-05-03 16:44:22.902497
11730,11730,240,45,2025-03-11 22:12:29.459913
11731,11731,299,30,2025-03-12 17:46:08.884028
11732,11732,204,40,2025-02-26 04:46:18.972401
11733,11733,58,20,2025-01-25 08:40:01.512962
11734,11734,291,43,2025-01-22 17:13:12.053369
11735,11735,225,47,2025-05-06 23:50:55.905987
11736,11736,138,38,2025-04-21 10:26:32.215462
11737,11737,90,35,2025-04-25 09:21:44.898837
11738,11738,225,42,2025-03-28 06:12:10.710127
11739,11739,10,39,2025-03-18 03:45:03.753894
11740,11740,51,34,2025-02-13 23:52:51.340620
11741,11741,208,46,2025-02-22 02:39:42.584735
11742,11742,265,37,2025-05-15 20:22:06.005257
11743,11743,128,32,2025-05-06 10:57:38.384485
11744,11744,48,40,2025-03-03 01:43:05.124209
11745,11745,59,49,2025-04-07 23:42:12.024214
11746,11746,222,20,2025-02-21 00:21:15.020727
11747,11747,273,45,2025-01-06 06:11:27.950754
11748,11748,270,25,2025-05-01 22:59:46.374219
11749,11749,25,41,2025-02-07 06:47:43.891954
11750,11750,113,39,2025-04-01 22:10:15.656010
11751,11751,170,49,2025-04-05 00:31:43.082819
11752,11752,71,22,2025-04-21 05:44:25.715049
11753,11753,285,33,2025-03-22 18:55:24.965621
11754,11754,233,32,2025-02-16 01:54:37.120753
11755,11755,164,26,2025-04-26 11:06:03.463514
11756,11756,229,45,2025-01-02 12:17:02.499706
11757,11757,112,40,2025-01-08 19:16:49.608494
11758,11758,104,49,2025-04-09 20:52:23.314895
11759,11759,143,27,2025-03-25 03:35:54.131361
11760,11760,119,41,2025-01-24 04:25:11.462586
11761,11761,102,35,2025-02-21 10:50:28.734513
11762,11762,105,32,2025-05-05 17:03:05.367231
11763,11763,107,41,2025-02-02 11:56:19.598370
11764,11764,221,24,2025-02-02 15:51:37.922869
11765,11765,61,44,2025-03-15 22:41:45.224567
11766,11766,140,31,2025-03-21 10:46:58.898988
11767,11767,192,22,2025-02-05 03:08:55.871967
11768,11768,126,29,2025-02-25 18:46:38.530551
11769,11769,264,26,2025-01-28 05:19:21.787989
11770,11770,163,21,2025-04-09 21:16:32.349746
11771,11771,145,24,2025-05-12 10:50:32.586017
11772,11772,95,23,2025-04-22 16:29:35.605079
11773,11773,124,42,2025-01-03 20:45:37.262079
11774,11774,94,23,2025-05-07 20:48:15.468251
11775,11775,166,36,2025-03-16 16:05:40.581328
11776,11776,94,21,2025-01-27 09:25:39.865421
11777,11777,268,43,2025-01-19 00:51:52.889151
11778,11778,69,40,2025-05-10 05:21:21.497953
11779,11779,65,36,2025-03-02 03:59:55.033033
11780,11780,25,24,2025-03-11 11:36:46.351371
11781,11781,244,43,2025-04-28 09:39:38.581793
11782,11782,133,35,2025-02-03 09:54:12.330607
11783,11783,294,48,2025-04-27 08:32:25.281806
11784,11784,76,21,2025-03-08 18:45:19.189000
11785,11785,254,47,2025-04-22 05:00:04.487051
11786,11786,265,38,2025-04-02 07:47:30.998980
11787,11787,120,31,2025-03-15 03:08:43.914783
11788,11788,49,23,2025-01-17 18:04:28.663716
11789,11789,27,26,2025-04-24 19:04:19.800874
11790,11790,10,45,2025-05-10 21:29:07.942543
11791,11791,93,31,2025-01-09 05:09:39.310132
11792,11792,115,31,2025-04-22 00:45:00.902539
11793,11793,179,24,2025-04-16 15:38:58.202390
11794,11794,169,47,2025-04-13 18:32:09.621960
11795,11795,299,46,2025-03-03 21:47:46.924082
11796,11796,256,34,2025-02-16 18:13:47.260273
11797,11797,247,39,2025-03-18 06:23:54.116978
11798,11798,144,42,2025-04-09 07:48:23.817069
11799,11799,29,25,2025-03-19 21:20:44.925131
11800,11800,142,20,2025-03-13 04:08:30.741192
11801,11801,208,36,2025-03-01 12:12:40.892599
11802,11802,282,41,2025-01-18 06:48:23.814210
11803,11803,228,40,2025-01-06 21:07:39.338358
11804,11804,242,32,2025-02-18 10:00:00.119495
11805,11805,187,33,2025-04-08 15:51:31.258730
11806,11806,171,48,2025-05-06 12:57:34.509738
11807,11807,218,39,2025-04-11 15:47:47.911927
11808,11808,283,47,2025-04-06 14:39:19.566738
11809,11809,44,46,2025-02-20 04:05:49.984812
11810,11810,12,38,2025-03-16 10:41:34.697226
11811,11811,105,23,2025-03-23 05:43:12.202875
11812,11812,123,38,2025-04-16 06:02:13.502429
11813,11813,144,43,2025-01-24 04:19:16.109911
11814,11814,129,45,2025-01-19 19:46:44.261153
11815,11815,16,38,2025-05-02 12:00:39.731477
11816,11816,287,27,2025-03-23 14:52:17.998688
11817,11817,168,29,2025-03-30 01:50:52.854309
11818,11818,193,40,2025-04-02 08:40:46.317128
11819,11819,112,39,2025-05-12 22:10:11.733221
11820,11820,222,40,2025-01-24 21:31:34.665636
11821,11821,0,43,2025-02-05 20:10:04.099784
11822,11822,285,37,2025-01-09 11:04:10.075720
11823,11823,230,39,2025-03-31 13:27:38.845188
11824,11824,204,30,2025-04-02 20:34:50.808589
11825,11825,275,35,2025-02-22 21:15:36.977414
11826,11826,216,20,2025-03-28 09:09:14.792192
11827,11827,295,22,2025-02-05 10:02:38.555220
11828,11828,34,28,2025-05-08 07:15:44.388161
11829,11829,35,31,2025-05-10 15:54:00.268389
11830,11830,267,21,2025-03-03 02:02:42.809302
11831,11831,184,33,2025-02-18 05:14:51.605986
11832,11832,134,28,2025-04-17 11:22:31.697108
11833,11833,152,33,2025-04-04 16:39:31.328914
11834,11834,148,45,2025-01-10 04:15:06.899477
11835,11835,218,46,2025-03-31 14:18:08.176851
11836,11836,179,25,2025-05-11 15:21:26.074749
11837,11837,244,28,2025-01-24 01:03:08.636642
11838,11838,264,23,2025-01-28 06:23:20.939360
11839,11839,255,46,2025-03-27 14:45:08.751425
11840,11840,217,39,2025-02-07 17:29:29.911232
11841,11841,131,44,2025-04-20 12:02:49.449525
11842,11842,61,40,2025-03-05 14:18:44.736600
11843,11843,14,49,2025-05-07 00:34:16.080302
11844,11844,7,31,2025-04-24 23:03:13.806653
11845,11845,67,48,2025-05-02 11:47:16.794898
11846,11846,57,34,2025-01-07 13:30:09.254520
11847,11847,163,20,2025-05-08 12:33:58.719981
11848,11848,197,48,2025-04-30 07:26:39.168231
11849,11849,118,35,2025-03-11 23:10:46.699990
11850,11850,238,47,2025-04-12 18:18:31.667537
11851,11851,4,44,2025-02-10 05:49:11.288590
11852,11852,58,39,2025-03-07 11:23:46.723949
11853,11853,185,39,2025-02-27 23:39:50.849229
11854,11854,85,32,2025-02-12 23:29:00.924716
11855,11855,248,36,2025-01-31 20:57:42.317216
11856,11856,60,49,2025-04-05 16:43:28.308660
11857,11857,217,36,2025-01-27 02:18:21.177005
11858,11858,128,21,2025-03-05 09:08:01.264121
11859,11859,221,30,2025-01-11 03:01:59.192402
11860,11860,7,21,2025-02-28 20:50:43.700320
11861,11861,152,21,2025-01-18 12:55:06.411014
11862,11862,272,23,2025-03-30 12:51:54.216285
11863,11863,35,30,2025-03-20 19:09:21.226487
11864,11864,270,35,2025-02-05 23:26:25.658391
11865,11865,298,47,2025-02-18 07:19:15.298231
11866,11866,155,45,2025-03-29 16:14:10.165032
11867,11867,141,37,2025-04-02 14:55:26.144864
11868,11868,125,38,2025-01-05 05:29:00.113153
11869,11869,140,25,2025-01-10 17:01:43.596349
11870,11870,40,39,2025-01-20 11:53:28.213502
11871,11871,102,31,2025-04-22 11:06:11.679428
11872,11872,250,34,2025-04-29 04:51:29.487320
11873,11873,2,36,2025-02-16 17:41:57.961520
11874,11874,14,37,2025-03-21 11:53:33.706765
11875,11875,96,24,2025-05-17 02:29:17.712741
11876,11876,267,20,2025-04-29 22:38:43.566593
11877,11877,263,28,2025-02-27 06:11:52.737901
11878,11878,111,22,2025-03-10 16:52:22.413472
11879,11879,64,23,2025-04-04 04:07:41.712570
11880,11880,19,23,2025-05-08 15:38:27.272055
11881,11881,263,27,2025-05-09 22:39:07.018137
11882,11882,81,25,2025-04-20 12:36:16.411511
11883,11883,15,27,2025-02-14 06:43:23.971108
11884,11884,234,34,2025-04-17 11:17:39.655984
11885,11885,35,28,2025-03-31 18:37:48.278937
11886,11886,77,34,2025-01-12 19:01:01.282584
11887,11887,191,34,2025-02-19 08:41:44.205252
11888,11888,16,40,2025-03-12 00:57:40.072291
